,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
1,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
2,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
3,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
4,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
5,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
6,0,0.059,0.235,0.618,0.853,0.853,0.912,0.971,1,,,
7,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
8,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
9,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
10,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
11,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
12,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
13,0,0.059,0.235,0.588,0.853,0.853,0.912,0.971,1,,,
14,0,0.031,0.219,0.625,0.844,0.875,0.938,0.969,1,,,
15,0,0.031,0.219,0.625,0.844,0.875,0.938,0.969,1,,,
16,0,0.031,0.219,0.625,0.844,0.875,0.938,0.969,1,,,
17,0,0.031,0.219,0.625,0.844,0.875,0.938,0.969,1,,,
18,0,0.031,0.219,0.625,0.844,0.875,0.938,0.969,1,,,
19,0,0.031,0.219,0.625,0.844,0.875,0.938,0.969,1,,,
20,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
21,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
22,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
23,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
24,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
25,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
26,0,0.061,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
27,0,0.062,0.25,0.625,0.844,0.844,0.906,0.969,1,,,
28,0,0.062,0.25,0.625,0.844,0.844,0.906,0.969,1,,,
29,0,0.062,0.25,0.625,0.844,0.844,0.906,0.969,1,,,
30,0,0.062,0.25,0.625,0.844,0.844,0.906,0.969,1,,,
31,0,0.062,0.25,0.625,0.844,0.844,0.906,0.969,1,,,
32,0,0.062,0.25,0.625,0.844,0.844,0.906,0.969,1,,,
33,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
34,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
35,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
36,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
37,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
38,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
39,0,0.061,0.242,0.606,0.848,0.848,0.909,0.97,1,,,
40,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
41,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
42,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
43,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
44,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
45,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
46,0,0.088,0.265,0.647,0.853,0.853,0.912,0.971,1,,,
47,0,0.03,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
48,0,0.03,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
49,0,0.03,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
50,0,0.03,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
51,0,0.03,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
52,0,0.03,0.242,0.636,0.848,0.879,0.939,0.97,1,,,
53,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
54,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
55,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
56,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
57,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
58,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
59,0,0.059,0.265,0.647,0.853,0.882,0.941,0.971,1,,,
60,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
61,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
62,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
63,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
64,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
65,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
66,0,0.059,0.235,0.647,0.882,0.882,0.912,0.971,1,,,
67,0,0.091,0.273,0.697,0.879,0.879,0.909,0.97,1,,,
68,0,0.091,0.273,0.697,0.879,0.879,0.909,0.97,1,,,
69,0,0.091,0.273,0.697,0.879,0.879,0.909,0.97,1,,,
70,0,0.091,0.273,0.697,0.879,0.879,0.909,0.97,1,,,
71,0,0.091,0.273,0.697,0.879,0.879,0.909,0.97,1,,,
72,0,0.091,0.273,0.697,0.879,0.879,0.909,0.97,1,,,
73,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
74,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
75,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
76,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
77,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
78,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
79,0,0.059,0.235,0.647,0.853,0.882,0.941,0.971,1,,,
80,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
81,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
82,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
83,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
84,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
85,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
86,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
87,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
88,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
89,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
90,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
91,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
92,0,0.059,0.235,0.647,0.853,0.853,0.912,0.971,1,,,
93,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
94,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
95,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
96,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
97,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
98,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
99,0,0.057,0.257,0.629,0.829,0.857,0.943,0.971,1,,,
100,0,0.069,0.241,0.397,0.569,0.672,0.759,0.828,0.897,0.966,1,
101,0,0.069,0.241,0.397,0.569,0.672,0.759,0.828,0.897,0.966,1,
102,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
103,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
104,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
105,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
106,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
107,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
108,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
109,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
110,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
111,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
112,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
113,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
114,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
115,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
116,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
117,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
118,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
119,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
120,0,0.068,0.237,0.39,0.559,0.678,0.763,0.831,0.898,0.966,1,
121,0,0.067,0.233,0.383,0.55,0.683,0.767,0.833,0.9,0.967,1,
122,0,0.067,0.233,0.383,0.55,0.683,0.767,0.833,0.9,0.967,1,
123,0,0.067,0.233,0.383,0.55,0.683,0.767,0.833,0.9,0.967,1,
124,0,0.067,0.233,0.383,0.55,0.683,0.767,0.833,0.9,0.967,1,
125,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
126,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
127,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
128,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
129,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
130,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
131,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
132,0,0.083,0.208,0.354,0.542,0.646,0.812,0.896,0.979,1,,
133,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
134,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
135,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
136,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
137,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
138,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
139,0,0.064,0.191,0.362,0.553,0.66,0.83,0.915,0.979,1,,
140,0,0.087,0.196,0.326,0.522,0.652,0.804,0.891,0.978,1,,
141,0,0.087,0.196,0.326,0.522,0.652,0.804,0.891,0.978,1,,
142,0,0.087,0.196,0.326,0.522,0.652,0.804,0.891,0.978,1,,
143,0,0.087,0.196,0.326,0.522,0.652,0.804,0.891,0.978,1,,
144,0,0.087,0.196,0.326,0.522,0.652,0.804,0.891,0.978,1,,
145,0,0.087,0.196,0.326,0.522,0.652,0.804,0.891,0.978,1,,
146,0,0.065,0.196,0.348,0.543,0.652,0.826,0.913,0.978,1,,
147,0,0.065,0.196,0.348,0.543,0.652,0.826,0.913,0.978,1,,
148,0,0.065,0.196,0.348,0.543,0.652,0.826,0.913,0.978,1,,
149,0,0.065,0.196,0.348,0.543,0.652,0.826,0.913,0.978,1,,
150,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
151,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
152,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
153,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
154,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
155,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
156,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
157,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
158,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
159,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
160,0,0.042,0.188,0.396,0.521,0.667,0.833,0.896,0.938,1,,
161,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
162,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
163,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
164,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
165,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
166,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
167,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
168,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
169,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
170,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
171,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
172,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
173,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
174,0,0.042,0.188,0.375,0.521,0.667,0.833,0.896,0.938,1,,
175,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
176,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
177,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
178,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
179,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
180,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
181,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
182,0,0.048,0.19,0.365,0.508,0.635,0.73,0.778,0.81,0.921,0.952,1
183,0,0.047,0.188,0.359,0.5,0.641,0.719,0.781,0.812,0.922,0.953,1
184,0,0.047,0.188,0.359,0.5,0.641,0.719,0.781,0.812,0.922,0.953,1
185,0,0.047,0.188,0.359,0.5,0.641,0.719,0.781,0.812,0.922,0.953,1
186,0,0.047,0.188,0.359,0.5,0.641,0.719,0.781,0.812,0.922,0.953,1
187,0,0.047,0.188,0.359,0.5,0.641,0.719,0.781,0.812,0.922,0.953,1
188,0,0.047,0.188,0.359,0.5,0.641,0.719,0.781,0.812,0.922,0.953,1
189,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
190,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
191,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
192,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
193,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
194,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
195,0,0.048,0.19,0.365,0.508,0.651,0.73,0.778,0.81,0.921,0.952,1
196,0,0.046,0.2,0.369,0.508,0.646,0.723,0.785,0.815,0.923,0.954,1
197,0,0.046,0.2,0.369,0.508,0.646,0.723,0.785,0.815,0.923,0.954,1
198,0,0.046,0.2,0.369,0.508,0.646,0.723,0.785,0.815,0.923,0.954,1
199,0,0.046,0.2,0.369,0.508,0.646,0.723,0.785,0.815,0.923,0.954,1
